Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
NA	NZ_CP101514.1	20070	20903	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	278	278	100.00	99.64	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
NA	NZ_CP101514.1	20906	21730	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.00	100.00	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
NA	NZ_CP101514.1	21770	22582	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
NA	NZ_CP101514.1	29629	30015	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	129	134	96.27	100.00	129	WP_001242578.1	bleomycin binding protein	NA	NA
NA	NZ_CP101514.1	34114	35310	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.00	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP101514.1	69265	70122	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
NA	NZ_CP101516.1	321	1139	+	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	273	273	100.00	99.63	273	WP_000939727.1	lincosamide nucleotidyltransferase Lnu(F)	NA	NA
NA	NZ_CP101516.1	5788	6600	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
NA	NZ_CP101516.1	10464	11486	-	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
NA	NZ_CP101516.1	11718	12491	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
NA	NZ_CP101516.1	179682	180491	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_063860861.1	subclass B1 metallo-beta-lactamase NDM-4	NA	NA
NA	NZ_CP101516.1	180498	180860	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
NA	NZ_CP101516.1	185272	186108	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP101516.1	186105	186449	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP101516.1	186616	187404	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP101516.1	187815	188309	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
NA	NZ_CP101516.1	196900	198111	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.75	404	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
NA	NZ_CP101516.1	224741	225598	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
NA	NZ_CP101516.1	228007	228609	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	201	263	76.43	100.00	201	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP101706.1	41517	42389	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
NA	NZ_CP101706.1	116176	116727	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
NA	NZ_CP101706.1	116861	117688	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
NA	NZ_CP101706.1	117829	118458	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.00	100.00	210	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
NA	NZ_CP101706.1	118546	118995	+	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.00	100.00	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NA	NA
NA	NZ_CP101706.1	119221	119565	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP101706.1	119562	120398	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP101706.1	122649	123440	+	blaOXA-1041	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.00	100.00	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	NA	NA
NA	NZ_CP101706.1	126456	127247	+	blaOXA-1041	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.00	100.00	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	NA	NA
NA	NZ_CP101706.1	130263	131054	+	blaOXA-1041	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.00	100.00	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	NA	NA
NA	NZ_CP101706.1	134032	134685	+	qnrA1	quinolone resistance pentapeptide repeat protein QnrA1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_012579084.1	quinolone resistance pentapeptide repeat protein QnrA1	NA	NA
NA	NZ_CP101706.1	136059	136343	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	95	115	82.61	95.79	95	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP101706.1	136340	136867	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIALX	176	275	64.00	100.00	176	WP_063855066.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP101706.1	137528	138739	+	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.00	100.00	404	WP_000214125.1	chloramphenicol/florfenicol efflux MFS transporter FloR2	NA	NA
NA	NZ_CP101706.1	139679	140851	+	tet(G)	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	391	391	100.00	100.00	391	WP_001257840.1	tetracycline efflux MFS transporter Tet(G)	NA	NA
NA	NZ_CP101706.1	144562	145314	-	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
NA	NZ_CP101706.1	145487	146344	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
NA	NZ_CP101706.1	150821	152017	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP101859.1	5662	6534	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
NA	NZ_CP101859.1	66382	67578	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP101859.1	73293	74150	-	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NA	NA
NA	NZ_CP101859.1	96050	96520	+	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	NA	NA
NA	NZ_CP101859.1	96654	97439	+	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.00	100.00	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	NA	NA
NA	NZ_CP101861.1	12943	14565	+	mcr-1.1	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.00	100.00	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1	NA	NA
NA	NZ_CP101867.1	8274	9500	-	mef(B)	macrolide efflux MFS transporter Mef(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	409	409	100.00	100.00	409	WP_032492336.1	macrolide efflux MFS transporter Mef(B)	NA	NA
NA	NZ_CP101867.1	10700	11512	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
NA	NZ_CP101868.1	5672	6034	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
NA	NZ_CP101868.1	6041	6850	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_023408309.1	subclass B1 metallo-beta-lactamase NDM-5	NA	NA
NA	NZ_CP101869.1	10832	12028	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.00	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP101869.1	18533	19027	+	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
NA	NZ_CP101869.1	19438	20226	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP101869.1	20491	21747	+	cmlA1	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.00	100.00	419	WP_000095725.1	chloramphenicol efflux MFS transporter CmlA1	NA	NA
NA	NZ_CP101869.1	21843	22631	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
NA	NZ_CP101869.1	22804	23133	+	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.00	100.00	110	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
NA	NZ_CP101869.1	24319	25107	-	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	263	263	100.00	100.00	263	WP_000034420.1	sulfonamide-resistant dihydropteroate synthase Sul3	NA	NA
NA	NZ_CP101916.1	39032	39889	+	blaTEM-176	class A beta-lactamase TEM-176	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_038976851.1	class A beta-lactamase TEM-176	NA	NA
NA	NZ_CP101916.1	64962	65774	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
NA	NZ_CP101916.1	76741	77529	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
NA	NZ_CP101916.1	77702	78031	+	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.00	100.00	110	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
NA	NZ_CP101916.1	79217	80005	-	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	263	263	100.00	100.00	263	WP_000034420.1	sulfonamide-resistant dihydropteroate synthase Sul3	NA	NA
NA	NZ_CP101916.1	88199	89017	-	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	273	273	100.00	100.00	273	WP_000939727.1	lincosamide nucleotidyltransferase Lnu(F)	NA	NA
NA	NZ_CP101916.1	89152	89940	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	263	263	100.00	99.24	263	WP_071846198.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP101916.1	95758	96615	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NA	NA
NA	NZ_CP101916.1	100407	100829	-	fosA8	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.00	99.29	141	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	NA	NA
NA	NZ_CP101916.1	124013	125209	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP101923.1	25611	26483	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
NA	NZ_CP102062.1	53804	54661	-	blaTEM-30	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_021561477.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30	NA	NA
NA	NZ_CP102062.1	57483	58355	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
NA	NZ_CP102062.1	68942	70138	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
NA	NZ_CP102062.1	74667	75137	+	dfrA7	trimethoprim-resistant dihydrofolate reductase DfrA7	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_000703418.1	trimethoprim-resistant dihydrofolate reductase DfrA7	NA	NA
NA	NZ_CP102062.1	75370	75714	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP102062.1	75711	76547	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP102063.1	22765	23127	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
NA	NZ_CP102063.1	23134	23943	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	NA	NA
NA	NZ_CP102295.1	1	876	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	PARTIAL_CONTIG_ENDX	292	404	72.28	100.00	292	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
NA	NZ_CP102295.1	9051	10073	-	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
NA	NZ_CP102295.1	10305	11078	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
NA	NZ_CP102295.1	12040	12591	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
NA	NZ_CP102295.1	12725	13552	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
NA	NZ_CP102295.1	13693	14322	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.00	100.00	210	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
NA	NZ_CP102295.1	14468	14860	+	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	PARTIALX	131	150	87.33	100.00	131	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NA	NA
NA	NZ_CP102295.1	15086	15430	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP102295.1	15427	16263	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP102295.1	17529	18167	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALX	213	263	81.75	93.95	215	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP102295.1	18578	19072	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
NA	NZ_CP102295.1	20374	21186	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
NA	NZ_CP102295.1	23855	24268	-	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
NA	NZ_CP102295.1	221697	222533	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP102295.1	222530	222874	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP102295.1	223100	223549	-	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.00	100.00	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NA	NA
NA	NZ_CP102295.1	223637	224047	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	137	210	65.24	100.00	137	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
NA	NZ_CP102295.1	224290	225099	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.00	100.00	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	NA	NA
NA	NZ_CP102295.1	225106	225468	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
