Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_CP101516.1	qacEdelta1	186105	186449	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101516.1	aadA2	186616	187404	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101516.1	dfrA12	187815	188309	-	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101516.1	floR	196900	198111	+	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.0	99.75	404	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101516.1	blaTEM-1	224741	225598	-	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101516.1	aadA2	228007	228609	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	201	263	76.43	100.0	201	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	HH194M	 pHH194M-228K	GCF_022969555.2	Escherichia coli	229
NZ_CP101706.1	blaCTX-M-15	41517	42389	+	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	aac(6')-Ib-cr5	116176	116727	+	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	blaOXA-1	116861	117688	+	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.0	100.0	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	catB3	117829	118458	+	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	arr-3	118546	118995	+	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.0	100.0	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	qacEdelta1	119221	119565	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	sul1	119562	120398	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	blaOXA-1041	122649	123440	+	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.0	100.0	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	blaOXA-1041	126456	127247	+	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.0	100.0	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	blaOXA-1041	130263	131054	+	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	264	264	100.0	100.0	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	qnrA1	134032	134685	+	quinolone resistance pentapeptide repeat protein QnrA1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_012579084.1	quinolone resistance pentapeptide repeat protein QnrA1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	qacE	136059	136343	+	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	95	115	82.61	95.79	95	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	sul1	136340	136867	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIALX	176	275	64.0	100.0	176	WP_063855066.1	sulfonamide-resistant dihydropteroate synthase Sul1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	floR2	137528	138739	+	chloramphenicol/florfenicol efflux MFS transporter FloR2	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214125.1	chloramphenicol/florfenicol efflux MFS transporter FloR2	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	tet(G)	139679	140851	+	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	391	391	100.0	100.0	391	WP_001257840.1	tetracycline efflux MFS transporter Tet(G)	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	rmtB1	144562	145314	-	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	blaTEM-1	145487	146344	-	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101706.1	tet(A)	150821	152017	+	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	035152	 pOXA1041_035152	GCF_024496025.1	Escherichia coli	223
NZ_CP101727.1	blaCTX-M-65	54158	55030	-	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	150040X1B1	 pCTXM65_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	149
NZ_CP101727.1	blaCTX-M-65	57712	58584	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	150040X1B1	 pCTXM65_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	149
NZ_CP101728.1	tet(A)	64525	65721	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101728.1	dfrA14	70710	71180	+	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101728.1	sul2	77065	77877	+	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101728.1	aph(3'')-Ib	77917	78741	+	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	275	275	100.0	99.64	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101728.1	aph(6)-Id	78744	79577	+	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480972.1	aminoglycoside O-phosphotransferase APH(6)-Id	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101728.1	blaTEM-1	79814	80671	-	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	150040X1B1	 pVir_150040X1B1	GCF_024496265.1	Klebsiella pneumoniae	172
NZ_CP101765.1	blaSHV-12	48103	48960	+	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP319	 unnamed1	GCF_024496145.1	Klebsiella pneumoniae	353
NZ_CP101765.1	rmtB1	77326	78078	-	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	hvKP319	 unnamed1	GCF_024496145.1	Klebsiella pneumoniae	353
NZ_CP101765.1	blaTEM-1	78251	79108	-	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP319	 unnamed1	GCF_024496145.1	Klebsiella pneumoniae	353
NZ_CP101765.1	blaCTX-M-65	86061	86933	-	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	hvKP319	 unnamed1	GCF_024496145.1	Klebsiella pneumoniae	353
NZ_CP101765.1	blaSHV-12	175279	176136	+	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP319	 unnamed1	GCF_024496145.1	Klebsiella pneumoniae	353
NZ_CP101766.1	blaCTX-M-65	5660	6532	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	hvKP319	 unnamed2	GCF_024496145.1	Klebsiella pneumoniae	127
NZ_CP101766.1	blaTEM-1	13485	14342	+	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP319	 unnamed2	GCF_024496145.1	Klebsiella pneumoniae	127
NZ_CP101766.1	rmtB1	14515	15267	+	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	hvKP319	 unnamed2	GCF_024496145.1	Klebsiella pneumoniae	127
NZ_CP101766.1	blaSHV-12	43633	44490	-	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP319	 unnamed2	GCF_024496145.1	Klebsiella pneumoniae	127
NZ_CP101767.1	qnrS1	57171	57824	-	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	hvKP319	 unnamed3	GCF_024496145.1	Klebsiella pneumoniae	85
NZ_CP101767.1	blaLAP-2	59424	60278	-	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2	hvKP319	 unnamed3	GCF_024496145.1	Klebsiella pneumoniae	85
NZ_CP101767.1	tet(A)	64657	65853	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	hvKP319	 unnamed3	GCF_024496145.1	Klebsiella pneumoniae	85
NZ_CP101767.1	sul2	71353	72165	-	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	hvKP319	 unnamed3	GCF_024496145.1	Klebsiella pneumoniae	85
NZ_CP101767.1	dfrA14	76708	77178	-	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	hvKP319	 unnamed3	GCF_024496145.1	Klebsiella pneumoniae	85
NZ_CP101772.1	qnrS1	57171	57824	-	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	hvKP323	 unnamed2	GCF_024496125.1	Klebsiella pneumoniae	85
NZ_CP101772.1	blaLAP-2	59424	60278	-	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2	hvKP323	 unnamed2	GCF_024496125.1	Klebsiella pneumoniae	85
NZ_CP101772.1	tet(A)	64657	65853	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	hvKP323	 unnamed2	GCF_024496125.1	Klebsiella pneumoniae	85
NZ_CP101772.1	sul2	71353	72165	-	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	hvKP323	 unnamed2	GCF_024496125.1	Klebsiella pneumoniae	85
NZ_CP101772.1	dfrA14	76708	77178	-	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	hvKP323	 unnamed2	GCF_024496125.1	Klebsiella pneumoniae	85
NZ_CP101775.1	blaCTX-M-65	5660	6532	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	hvKP323	 unnamed5	GCF_024496125.1	Klebsiella pneumoniae	134
NZ_CP101775.1	blaTEM-1	13485	14342	+	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP323	 unnamed5	GCF_024496125.1	Klebsiella pneumoniae	134
NZ_CP101775.1	rmtB1	14515	15267	+	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	hvKP323	 unnamed5	GCF_024496125.1	Klebsiella pneumoniae	134
NZ_CP101775.1	blaSHV-12	43633	44490	-	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP323	 unnamed5	GCF_024496125.1	Klebsiella pneumoniae	134
NZ_CP101775.1	blaKPC-2	52481	53359	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	hvKP323	 unnamed5	GCF_024496125.1	Klebsiella pneumoniae	134
NZ_CP101778.1	aac(6')-Ib-cr5	26374	26925	+	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	arr-3	27025	27474	+	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.0	100.0	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	dfrA27	27610	28080	+	trimethoprim-resistant dihydrofolate reductase DfrA27	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001749985.1	trimethoprim-resistant dihydrofolate reductase DfrA27	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	aadA16	28264	29106	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	281	281	100.0	100.0	281	WP_001749984.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	qacEdelta1	29226	29570	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	sul1	29567	30403	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101778.1	mph(A)	34620	35522	-	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	hvKP340	 unnamed2	GCF_024496165.1	Klebsiella pneumoniae	57
NZ_CP101780.1	blaNDM-1	39630	40439	+	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	hvKP340	 unnamed4	GCF_024496165.1	Klebsiella pneumoniae	54
NZ_CP101780.1	ble	40446	40808	+	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL	hvKP340	 unnamed4	GCF_024496165.1	Klebsiella pneumoniae	54
NZ_CP101780.1	blaSHV-12	52252	53109	-	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP340	 unnamed4	GCF_024496165.1	Klebsiella pneumoniae	54
NZ_CP101782.1	blaCTX-M-65	5660	6532	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	hvKP340	 unnamed6	GCF_024496165.1	Klebsiella pneumoniae	112
NZ_CP101782.1	blaTEM-1	13485	14342	+	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP340	 unnamed6	GCF_024496165.1	Klebsiella pneumoniae	112
NZ_CP101782.1	rmtB1	14515	15267	+	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	hvKP340	 unnamed6	GCF_024496165.1	Klebsiella pneumoniae	112
NZ_CP101782.1	blaSHV-12	43633	44490	-	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP340	 unnamed6	GCF_024496165.1	Klebsiella pneumoniae	112
NZ_CP101782.1	blaKPC-2	52481	53359	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	hvKP340	 unnamed6	GCF_024496165.1	Klebsiella pneumoniae	112
NZ_CP101783.1	qnrS1	57171	57824	-	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	hvKP340	 unnamed7	GCF_024496165.1	Klebsiella pneumoniae	85
NZ_CP101783.1	blaLAP-2	59424	60278	-	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2	hvKP340	 unnamed7	GCF_024496165.1	Klebsiella pneumoniae	85
NZ_CP101783.1	tet(A)	64657	65853	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	hvKP340	 unnamed7	GCF_024496165.1	Klebsiella pneumoniae	85
NZ_CP101783.1	sul2	71353	72165	-	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	hvKP340	 unnamed7	GCF_024496165.1	Klebsiella pneumoniae	85
NZ_CP101783.1	dfrA14	76708	77178	-	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	hvKP340	 unnamed7	GCF_024496165.1	Klebsiella pneumoniae	85
NZ_CP101785.1	blaCTX-M-65	5660	6532	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	hvKP841	 unnamed1	GCF_024496185.1	Klebsiella pneumoniae	134
NZ_CP101785.1	blaTEM-1	13485	14342	+	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP841	 unnamed1	GCF_024496185.1	Klebsiella pneumoniae	134
